filename,class
DGE_all\3\667_DGE.tif,3
DGE_all\3\778_DGE.tif,3
DGE_all\3\590_DGE.tif,3
DGE_all\3\932_DGE.tif,3
DGE_all\3\856_DGE.tif,3
DGE_all\3\927_DGE.tif,3
DGE_all\3\855_DGE.tif,3
DGE_all\3\843_DGE.tif,3
DGE_all\3\620_DGE.tif,3
DGE_all\3\705_DGE.tif,3
DGE_all\3\1006_DGE.tif,3
DGE_all\3\999_DGE.tif,3
DGE_all\3\638_DGE.tif,3
DGE_all\3\605_DGE.tif,3
DGE_all\3\648_DGE.tif,3
DGE_all\3\858_DGE.tif,3
DGE_all\3\747_DGE.tif,3
DGE_all\3\813_DGE.tif,3
DGE_all\3\610_DGE.tif,3
DGE_all\3\555_DGE.tif,3
DGE_all\3\706_DGE.tif,3
DGE_all\3\655_DGE.tif,3
DGE_all\3\1043_DGE.tif,3
DGE_all\3\603_DGE.tif,3
DGE_all\4\3239_DGE.tif,4
DGE_all\4\1279_DGE.tif,4
DGE_all\4\2396_DGE.tif,4
DGE_all\4\2324_DGE.tif,4
DGE_all\4\2294_DGE.tif,4
DGE_all\4\2085_DGE.tif,4
DGE_all\4\1434_DGE.tif,4
DGE_all\4\2516_DGE.tif,4
DGE_all\4\2201_DGE.tif,4
DGE_all\4\2959_DGE.tif,4
DGE_all\4\1465_DGE.tif,4
DGE_all\4\3015_DGE.tif,4
DGE_all\4\1527_DGE.tif,4
DGE_all\4\2943_DGE.tif,4
DGE_all\4\1264_DGE.tif,4
DGE_all\4\1705_DGE.tif,4
DGE_all\4\2785_DGE.tif,4
DGE_all\4\1269_DGE.tif,4
DGE_all\4\2206_DGE.tif,4
DGE_all\4\1364_DGE.tif,4
DGE_all\4\2710_DGE.tif,4
DGE_all\4\1827_DGE.tif,4
DGE_all\4\2850_DGE.tif,4
DGE_all\4\2981_DGE.tif,4
DGE_all\4\1557_DGE.tif,4
DGE_all\4\2916_DGE.tif,4
DGE_all\4\2858_DGE.tif,4
DGE_all\4\2847_DGE.tif,4
DGE_all\4\2993_DGE.tif,4
DGE_all\4\1800_DGE.tif,4
DGE_all\4\1638_DGE.tif,4
DGE_all\4\2769_DGE.tif,4
DGE_all\4\1367_DGE.tif,4
DGE_all\4\3147_DGE.tif,4
DGE_all\4\1801_DGE.tif,4
DGE_all\4\3178_DGE.tif,4
DGE_all\4\1995_DGE.tif,4
DGE_all\4\2181_DGE.tif,4
DGE_all\4\1437_DGE.tif,4
DGE_all\4\2607_DGE.tif,4
DGE_all\4\2757_DGE.tif,4
DGE_all\4\1509_DGE.tif,4
DGE_all\4\2302_DGE.tif,4
DGE_all\4\1930_DGE.tif,4
DGE_all\4\1578_DGE.tif,4
DGE_all\4\2613_DGE.tif,4
DGE_all\4\2722_DGE.tif,4
DGE_all\4\2545_DGE.tif,4
DGE_all\4\2235_DGE.tif,4
DGE_all\4\2989_DGE.tif,4
DGE_all\4\1400_DGE.tif,4
DGE_all\4\2718_DGE.tif,4
DGE_all\4\2070_DGE.tif,4
DGE_all\4\1738_DGE.tif,4
DGE_all\4\2915_DGE.tif,4
DGE_all\4\2360_DGE.tif,4
DGE_all\4\2342_DGE.tif,4
DGE_all\4\1765_DGE.tif,4
DGE_all\4\2762_DGE.tif,4
DGE_all\4\1332_DGE.tif,4
DGE_all\4\1791_DGE.tif,4
DGE_all\4\1759_DGE.tif,4
DGE_all\4\3105_DGE.tif,4
DGE_all\4\2198_DGE.tif,4
DGE_all\4\2098_DGE.tif,4
DGE_all\4\2362_DGE.tif,4
DGE_all\4\3052_DGE.tif,4
DGE_all\4\2639_DGE.tif,4
DGE_all\4\3089_DGE.tif,4
DGE_all\4\1706_DGE.tif,4
DGE_all\4\2460_DGE.tif,4
DGE_all\4\2521_DGE.tif,4
DGE_all\4\1428_DGE.tif,4
DGE_all\4\1879_DGE.tif,4
DGE_all\4\3086_DGE.tif,4
DGE_all\4\1275_DGE.tif,4
DGE_all\4\1515_DGE.tif,4
DGE_all\4\2486_DGE.tif,4
DGE_all\4\2735_DGE.tif,4
DGE_all\4\1373_DGE.tif,4
DGE_all\4\2027_DGE.tif,4
DGE_all\4\1494_DGE.tif,4
DGE_all\4\2883_DGE.tif,4
DGE_all\4\1529_DGE.tif,4
DGE_all\4\3032_DGE.tif,4
DGE_all\4\2508_DGE.tif,4
DGE_all\4\2186_DGE.tif,4
DGE_all\4\2029_DGE.tif,4
DGE_all\4\2361_DGE.tif,4
DGE_all\4\1220_DGE.tif,4
DGE_all\4\1535_DGE.tif,4
DGE_all\4\2068_DGE.tif,4
DGE_all\4\2269_DGE.tif,4
DGE_all\4\1892_DGE.tif,4
DGE_all\4\2920_DGE.tif,4
DGE_all\4\1492_DGE.tif,4
DGE_all\4\2220_DGE.tif,4
DGE_all\4\1188_DGE.tif,4
DGE_all\4\3274_DGE.tif,4
DGE_all\4\3261_DGE.tif,4
DGE_all\4\1966_DGE.tif,4
DGE_all\4\2299_DGE.tif,4
DGE_all\4\1958_DGE.tif,4
DGE_all\4\1084_DGE.tif,4
DGE_all\4\1713_DGE.tif,4
DGE_all\4\2048_DGE.tif,4
DGE_all\4\1628_DGE.tif,4
DGE_all\4\2331_DGE.tif,4
DGE_all\4\2558_DGE.tif,4
DGE_all\4\2397_DGE.tif,4
DGE_all\4\2810_DGE.tif,4
DGE_all\4\2729_DGE.tif,4
DGE_all\4\1660_DGE.tif,4
DGE_all\4\1619_DGE.tif,4
DGE_all\4\1178_DGE.tif,4
DGE_all\4\2598_DGE.tif,4
DGE_all\4\2233_DGE.tif,4
DGE_all\4\1139_DGE.tif,4
DGE_all\4\2142_DGE.tif,4
DGE_all\4\1356_DGE.tif,4
DGE_all\4\1118_DGE.tif,4
DGE_all\4\2161_DGE.tif,4
DGE_all\4\2258_DGE.tif,4
DGE_all\4\1473_DGE.tif,4
DGE_all\4\2069_DGE.tif,4
DGE_all\4\3199_DGE.tif,4
DGE_all\4\1673_DGE.tif,4
DGE_all\4\1825_DGE.tif,4
DGE_all\4\2634_DGE.tif,4
DGE_all\4\2523_DGE.tif,4
DGE_all\4\2911_DGE.tif,4
DGE_all\4\1604_DGE.tif,4
DGE_all\4\1408_DGE.tif,4
DGE_all\4\1517_DGE.tif,4
DGE_all\4\2658_DGE.tif,4
DGE_all\4\1328_DGE.tif,4
DGE_all\4\1268_DGE.tif,4
DGE_all\4\1439_DGE.tif,4
DGE_all\4\1600_DGE.tif,4
DGE_all\4\3022_DGE.tif,4
DGE_all\4\2906_DGE.tif,4
DGE_all\4\2395_DGE.tif,4
DGE_all\4\2549_DGE.tif,4
DGE_all\4\3153_DGE.tif,4
DGE_all\4\1918_DGE.tif,4
DGE_all\4\2249_DGE.tif,4
DGE_all\4\1533_DGE.tif,4
DGE_all\4\3090_DGE.tif,4
DGE_all\4\2890_DGE.tif,4
DGE_all\4\2605_DGE.tif,4
DGE_all\4\2638_DGE.tif,4
DGE_all\4\1324_DGE.tif,4
DGE_all\4\3037_DGE.tif,4
DGE_all\4\2093_DGE.tif,4
DGE_all\4\2857_DGE.tif,4
DGE_all\4\2264_DGE.tif,4
DGE_all\4\1229_DGE.tif,4
DGE_all\4\2935_DGE.tif,4
DGE_all\4\1459_DGE.tif,4
DGE_all\4\3157_DGE.tif,4
DGE_all\4\2881_DGE.tif,4
DGE_all\4\3114_DGE.tif,4
DGE_all\4\1454_DGE.tif,4
DGE_all\4\2321_DGE.tif,4
DGE_all\4\1544_DGE.tif,4
DGE_all\4\2280_DGE.tif,4
DGE_all\4\2669_DGE.tif,4
DGE_all\4\2770_DGE.tif,4
DGE_all\4\1097_DGE.tif,4
DGE_all\4\2794_DGE.tif,4
DGE_all\4\1516_DGE.tif,4
DGE_all\4\2534_DGE.tif,4
DGE_all\4\1486_DGE.tif,4
DGE_all\4\2473_DGE.tif,4
DGE_all\4\2075_DGE.tif,4
DGE_all\4\1584_DGE.tif,4
DGE_all\4\1568_DGE.tif,4
DGE_all\4\2592_DGE.tif,4
DGE_all\4\2517_DGE.tif,4
DGE_all\4\1523_DGE.tif,4
DGE_all\4\1119_DGE.tif,4
DGE_all\4\1655_DGE.tif,4
DGE_all\4\1968_DGE.tif,4
DGE_all\4\2765_DGE.tif,4
DGE_all\4\2520_DGE.tif,4
DGE_all\4\1855_DGE.tif,4
DGE_all\4\2475_DGE.tif,4
DGE_all\4\2788_DGE.tif,4
DGE_all\4\2211_DGE.tif,4
DGE_all\4\1133_DGE.tif,4
DGE_all\4\2759_DGE.tif,4
DGE_all\4\2301_DGE.tif,4
DGE_all\4\2867_DGE.tif,4
DGE_all\4\1556_DGE.tif,4
DGE_all\4\2034_DGE.tif,4
DGE_all\4\2873_DGE.tif,4
DGE_all\4\1491_DGE.tif,4
DGE_all\4\2583_DGE.tif,4
DGE_all\4\1739_DGE.tif,4
DGE_all\4\1624_DGE.tif,4
DGE_all\4\3051_DGE.tif,4
DGE_all\4\3124_DGE.tif,4
DGE_all\4\1477_DGE.tif,4
DGE_all\4\1255_DGE.tif,4
DGE_all\4\1187_DGE.tif,4
DGE_all\4\1835_DGE.tif,4
DGE_all\4\1091_DGE.tif,4
DGE_all\4\1101_DGE.tif,4
DGE_all\4\2787_DGE.tif,4
DGE_all\4\1679_DGE.tif,4
DGE_all\4\2491_DGE.tif,4
DGE_all\4\3073_DGE.tif,4
DGE_all\4\2023_DGE.tif,4
DGE_all\4\1583_DGE.tif,4
DGE_all\4\1999_DGE.tif,4
DGE_all\4\2929_DGE.tif,4
DGE_all\4\1809_DGE.tif,4
DGE_all\4\1539_DGE.tif,4
DGE_all\4\1588_DGE.tif,4
DGE_all\4\2436_DGE.tif,4
DGE_all\4\1202_DGE.tif,4
DGE_all\4\1847_DGE.tif,4
DGE_all\4\1549_DGE.tif,4
DGE_all\4\1501_DGE.tif,4
DGE_all\4\2879_DGE.tif,4
DGE_all\4\3130_DGE.tif,4
DGE_all\4\2234_DGE.tif,4
DGE_all\4\1718_DGE.tif,4
DGE_all\4\2051_DGE.tif,4
DGE_all\4\1781_DGE.tif,4
DGE_all\4\2329_DGE.tif,4
DGE_all\4\2833_DGE.tif,4
DGE_all\4\3112_DGE.tif,4
DGE_all\4\2154_DGE.tif,4
DGE_all\4\2309_DGE.tif,4
DGE_all\4\1606_DGE.tif,4
DGE_all\4\2902_DGE.tif,4
DGE_all\4\2560_DGE.tif,4
DGE_all\4\2711_DGE.tif,4
DGE_all\4\1719_DGE.tif,4
DGE_all\4\1744_DGE.tif,4
DGE_all\4\1363_DGE.tif,4
DGE_all\4\2354_DGE.tif,4
DGE_all\4\2917_DGE.tif,4
DGE_all\4\1734_DGE.tif,4
DGE_all\4\1923_DGE.tif,4
DGE_all\4\1195_DGE.tif,4
DGE_all\4\1979_DGE.tif,4
DGE_all\4\3069_DGE.tif,4
DGE_all\4\3126_DGE.tif,4
DGE_all\4\1211_DGE.tif,4
DGE_all\4\2878_DGE.tif,4
DGE_all\4\2992_DGE.tif,4
DGE_all\4\1438_DGE.tif,4
DGE_all\4\1112_DGE.tif,4
DGE_all\4\2240_DGE.tif,4
DGE_all\4\2703_DGE.tif,4
DGE_all\4\1163_DGE.tif,4
DGE_all\4\3207_DGE.tif,4
DGE_all\4\1394_DGE.tif,4
DGE_all\4\3046_DGE.tif,4
DGE_all\4\1520_DGE.tif,4
DGE_all\4\3186_DGE.tif,4
DGE_all\4\1247_DGE.tif,4
DGE_all\4\2030_DGE.tif,4
DGE_all\4\3254_DGE.tif,4
DGE_all\4\2382_DGE.tif,4
DGE_all\4\3050_DGE.tif,4
DGE_all\4\1607_DGE.tif,4
DGE_all\4\1289_DGE.tif,4
DGE_all\4\1915_DGE.tif,4
DGE_all\4\1692_DGE.tif,4
DGE_all\4\1113_DGE.tif,4
DGE_all\4\2215_DGE.tif,4
DGE_all\4\2496_DGE.tif,4
DGE_all\4\2643_DGE.tif,4
DGE_all\4\1490_DGE.tif,4
DGE_all\4\1340_DGE.tif,4
DGE_all\4\1672_DGE.tif,4
DGE_all\4\2882_DGE.tif,4
DGE_all\4\2745_DGE.tif,4
DGE_all\4\2693_DGE.tif,4
DGE_all\4\1230_DGE.tif,4
DGE_all\4\1232_DGE.tif,4
DGE_all\4\1241_DGE.tif,4
DGE_all\4\1299_DGE.tif,4
DGE_all\4\2594_DGE.tif,4
DGE_all\4\2158_DGE.tif,4
DGE_all\4\1360_DGE.tif,4
DGE_all\4\1859_DGE.tif,4
DGE_all\4\1548_DGE.tif,4
DGE_all\4\2099_DGE.tif,4
DGE_all\4\2611_DGE.tif,4
DGE_all\4\1947_DGE.tif,4
DGE_all\4\1352_DGE.tif,4
DGE_all\4\1663_DGE.tif,4
DGE_all\4\2259_DGE.tif,4
DGE_all\4\2338_DGE.tif,4
DGE_all\4\1900_DGE.tif,4
DGE_all\4\2328_DGE.tif,4
DGE_all\4\2346_DGE.tif,4
DGE_all\4\2084_DGE.tif,4
DGE_all\4\1323_DGE.tif,4
DGE_all\4\2257_DGE.tif,4
DGE_all\4\2268_DGE.tif,4
DGE_all\4\2478_DGE.tif,4
DGE_all\4\3188_DGE.tif,4
DGE_all\4\1470_DGE.tif,4
DGE_all\4\3152_DGE.tif,4
DGE_all\4\2960_DGE.tif,4
DGE_all\4\2452_DGE.tif,4
DGE_all\4\1412_DGE.tif,4
DGE_all\4\2355_DGE.tif,4
DGE_all\4\2836_DGE.tif,4
DGE_all\4\3196_DGE.tif,4
DGE_all\4\1221_DGE.tif,4
DGE_all\4\3035_DGE.tif,4
DGE_all\4\1577_DGE.tif,4
DGE_all\4\1414_DGE.tif,4
DGE_all\4\1603_DGE.tif,4
DGE_all\4\3137_DGE.tif,4
DGE_all\4\3272_DGE.tif,4
DGE_all\4\2504_DGE.tif,4
DGE_all\4\2426_DGE.tif,4
DGE_all\4\3027_DGE.tif,4
DGE_all\4\3285_DGE.tif,4
DGE_all\4\1712_DGE.tif,4
DGE_all\4\2292_DGE.tif,4
DGE_all\4\1913_DGE.tif,4
DGE_all\4\3245_DGE.tif,4
DGE_all\4\1652_DGE.tif,4
DGE_all\4\2306_DGE.tif,4
DGE_all\4\2270_DGE.tif,4
DGE_all\4\3171_DGE.tif,4
DGE_all\4\3080_DGE.tif,4
DGE_all\4\1818_DGE.tif,4
DGE_all\4\2726_DGE.tif,4
DGE_all\4\2832_DGE.tif,4
DGE_all\4\2934_DGE.tif,4
DGE_all\4\1154_DGE.tif,4
DGE_all\4\2404_DGE.tif,4
DGE_all\4\1449_DGE.tif,4
DGE_all\4\1236_DGE.tif,4
DGE_all\4\2451_DGE.tif,4
DGE_all\4\2501_DGE.tif,4
DGE_all\4\2227_DGE.tif,4
DGE_all\4\2445_DGE.tif,4
DGE_all\4\1301_DGE.tif,4
DGE_all\4\1344_DGE.tif,4
DGE_all\4\2185_DGE.tif,4
DGE_all\4\2183_DGE.tif,4
DGE_all\4\2083_DGE.tif,4
DGE_all\4\2221_DGE.tif,4
DGE_all\4\1819_DGE.tif,4
DGE_all\4\1592_DGE.tif,4
DGE_all\4\2122_DGE.tif,4
DGE_all\4\2266_DGE.tif,4
DGE_all\4\2353_DGE.tif,4
DGE_all\4\1723_DGE.tif,4
DGE_all\4\2041_DGE.tif,4
DGE_all\4\2127_DGE.tif,4
DGE_all\4\1784_DGE.tif,4
DGE_all\4\1842_DGE.tif,4
DGE_all\4\1902_DGE.tif,4
DGE_all\4\2131_DGE.tif,4
DGE_all\4\3284_DGE.tif,4
DGE_all\4\2229_DGE.tif,4
DGE_all\4\2174_DGE.tif,4
DGE_all\4\3183_DGE.tif,4
DGE_all\4\3213_DGE.tif,4
DGE_all\4\2503_DGE.tif,4
DGE_all\4\1747_DGE.tif,4
DGE_all\4\2721_DGE.tif,4
DGE_all\4\1965_DGE.tif,4
DGE_all\4\3075_DGE.tif,4
DGE_all\4\1463_DGE.tif,4
DGE_all\4\1466_DGE.tif,4
DGE_all\4\2261_DGE.tif,4
DGE_all\4\1659_DGE.tif,4
DGE_all\4\3055_DGE.tif,4
DGE_all\4\1745_DGE.tif,4
DGE_all\4\1522_DGE.tif,4
DGE_all\4\2439_DGE.tif,4
DGE_all\4\3033_DGE.tif,4
DGE_all\4\1204_DGE.tif,4
DGE_all\4\3215_DGE.tif,4
DGE_all\4\2432_DGE.tif,4
DGE_all\4\1082_DGE.tif,4
DGE_all\4\2101_DGE.tif,4
DGE_all\4\1639_DGE.tif,4
DGE_all\4\2677_DGE.tif,4
DGE_all\4\2805_DGE.tif,4
DGE_all\4\3063_DGE.tif,4
DGE_all\4\2996_DGE.tif,4
DGE_all\4\1250_DGE.tif,4
DGE_all\4\1254_DGE.tif,4
DGE_all\4\1194_DGE.tif,4
DGE_all\4\2203_DGE.tif,4
DGE_all\4\1393_DGE.tif,4
DGE_all\4\2862_DGE.tif,4
DGE_all\4\1901_DGE.tif,4
DGE_all\4\1399_DGE.tif,4
DGE_all\4\2273_DGE.tif,4
DGE_all\4\1397_DGE.tif,4
DGE_all\4\1524_DGE.tif,4
DGE_all\4\2585_DGE.tif,4
DGE_all\4\2031_DGE.tif,4
DGE_all\4\1978_DGE.tif,4
DGE_all\4\2437_DGE.tif,4
DGE_all\4\2411_DGE.tif,4
DGE_all\4\3248_DGE.tif,4
DGE_all\4\2704_DGE.tif,4
DGE_all\4\1262_DGE.tif,4
DGE_all\4\2512_DGE.tif,4
DGE_all\4\1768_DGE.tif,4
DGE_all\4\1184_DGE.tif,4
DGE_all\4\2162_DGE.tif,4
DGE_all\4\2635_DGE.tif,4
DGE_all\4\1637_DGE.tif,4
DGE_all\4\2117_DGE.tif,4
DGE_all\4\1127_DGE.tif,4
DGE_all\4\1537_DGE.tif,4
DGE_all\4\1532_DGE.tif,4
DGE_all\4\1975_DGE.tif,4
DGE_all\4\1678_DGE.tif,4
DGE_all\4\3276_DGE.tif,4
DGE_all\4\1306_DGE.tif,4
DGE_all\4\1085_DGE.tif,4
DGE_all\4\1707_DGE.tif,4
DGE_all\4\3150_DGE.tif,4
DGE_all\4\1206_DGE.tif,4
DGE_all\4\2214_DGE.tif,4
DGE_all\4\2797_DGE.tif,4
DGE_all\4\2646_DGE.tif,4
DGE_all\4\2392_DGE.tif,4
DGE_all\4\2927_DGE.tif,4
DGE_all\4\2618_DGE.tif,4
DGE_all\4\1246_DGE.tif,4
DGE_all\4\2322_DGE.tif,4
DGE_all\4\1318_DGE.tif,4
DGE_all\4\3283_DGE.tif,4
DGE_all\4\3184_DGE.tif,4
DGE_all\4\2145_DGE.tif,4
DGE_all\4\2485_DGE.tif,4
DGE_all\4\1270_DGE.tif,4
DGE_all\4\1482_DGE.tif,4
DGE_all\4\2552_DGE.tif,4
DGE_all\4\2094_DGE.tif,4
DGE_all\4\2007_DGE.tif,4
DGE_all\4\1218_DGE.tif,4
DGE_all\4\1843_DGE.tif,4
DGE_all\4\1160_DGE.tif,4
DGE_all\4\1776_DGE.tif,4
DGE_all\4\2509_DGE.tif,4
DGE_all\4\1667_DGE.tif,4
DGE_all\4\2978_DGE.tif,4
DGE_all\4\2017_DGE.tif,4
DGE_all\4\1722_DGE.tif,4
DGE_all\4\2510_DGE.tif,4
DGE_all\4\2842_DGE.tif,4
DGE_all\4\2608_DGE.tif,4
DGE_all\4\1883_DGE.tif,4
DGE_all\4\3020_DGE.tif,4
DGE_all\4\1186_DGE.tif,4
DGE_all\4\1152_DGE.tif,4
DGE_all\4\2743_DGE.tif,4
DGE_all\4\2449_DGE.tif,4
DGE_all\4\2418_DGE.tif,4
DGE_all\4\2733_DGE.tif,4
DGE_all\4\1875_DGE.tif,4
DGE_all\4\3074_DGE.tif,4
DGE_all\4\2806_DGE.tif,4
DGE_all\4\3177_DGE.tif,4
DGE_all\4\2699_DGE.tif,4
DGE_all\4\1172_DGE.tif,4
DGE_all\4\2281_DGE.tif,4
DGE_all\4\2563_DGE.tif,4
DGE_all\4\1338_DGE.tif,4
DGE_all\4\2698_DGE.tif,4
DGE_all\4\1992_DGE.tif,4
DGE_all\4\1107_DGE.tif,4
DGE_all\4\1398_DGE.tif,4
DGE_all\4\2004_DGE.tif,4
DGE_all\4\1731_DGE.tif,4
DGE_all\4\2105_DGE.tif,4
DGE_all\4\1108_DGE.tif,4
DGE_all\4\2530_DGE.tif,4
DGE_all\4\2685_DGE.tif,4
DGE_all\4\2086_DGE.tif,4
DGE_all\4\3251_DGE.tif,4
DGE_all\4\3265_DGE.tif,4
DGE_all\4\2076_DGE.tif,4
DGE_all\4\2058_DGE.tif,4
DGE_all\4\1779_DGE.tif,4
DGE_all\4\2434_DGE.tif,4
DGE_all\4\1165_DGE.tif,4
DGE_all\4\2827_DGE.tif,4
DGE_all\4\2946_DGE.tif,4
DGE_all\4\2402_DGE.tif,4
DGE_all\4\1895_DGE.tif,4
DGE_all\4\1541_DGE.tif,4
DGE_all\4\3195_DGE.tif,4
DGE_all\4\2674_DGE.tif,4
DGE_all\4\3212_DGE.tif,4
DGE_all\4\2954_DGE.tif,4
DGE_all\4\1601_DGE.tif,4
DGE_all\4\1850_DGE.tif,4
DGE_all\4\1331_DGE.tif,4
DGE_all\4\2337_DGE.tif,4
DGE_all\4\3217_DGE.tif,4
DGE_all\4\3021_DGE.tif,4
DGE_all\4\2466_DGE.tif,4
DGE_all\4\2969_DGE.tif,4
DGE_all\4\3279_DGE.tif,4
DGE_all\4\1347_DGE.tif,4
DGE_all\4\2282_DGE.tif,4
DGE_all\4\2815_DGE.tif,4
DGE_all\4\1905_DGE.tif,4
DGE_all\4\1114_DGE.tif,4
DGE_all\4\2925_DGE.tif,4
DGE_all\4\2276_DGE.tif,4
DGE_all\4\2413_DGE.tif,4
DGE_all\4\1415_DGE.tif,4
DGE_all\4\1096_DGE.tif,4
DGE_all\4\2652_DGE.tif,4
DGE_all\4\3000_DGE.tif,4
DGE_all\4\2655_DGE.tif,4
DGE_all\4\2196_DGE.tif,4
DGE_all\4\2590_DGE.tif,4
DGE_all\4\3250_DGE.tif,4
DGE_all\4\2561_DGE.tif,4
DGE_all\4\2383_DGE.tif,4
DGE_all\4\1787_DGE.tif,4
DGE_all\4\2813_DGE.tif,4
DGE_all\4\2417_DGE.tif,4
DGE_all\4\2918_DGE.tif,4
DGE_all\4\1148_DGE.tif,4
DGE_all\4\1180_DGE.tif,4
DGE_all\4\2971_DGE.tif,4
DGE_all\4\1350_DGE.tif,4
DGE_all\4\3164_DGE.tif,4
DGE_all\4\2218_DGE.tif,4
DGE_all\4\1327_DGE.tif,4
DGE_all\4\2456_DGE.tif,4
DGE_all\4\2688_DGE.tif,4
DGE_all\4\1964_DGE.tif,4
DGE_all\4\2715_DGE.tif,4
DGE_all\4\1653_DGE.tif,4
DGE_all\4\1571_DGE.tif,4
DGE_all\4\3030_DGE.tif,4
DGE_all\4\2659_DGE.tif,4
DGE_all\4\3085_DGE.tif,4
DGE_all\4\2930_DGE.tif,4
DGE_all\4\1594_DGE.tif,4
DGE_all\4\2102_DGE.tif,4
DGE_all\4\1235_DGE.tif,4
DGE_all\4\2702_DGE.tif,4
DGE_all\4\2376_DGE.tif,4
DGE_all\4\1130_DGE.tif,4
DGE_all\4\3249_DGE.tif,4
DGE_all\4\2345_DGE.tif,4
DGE_all\4\2976_DGE.tif,4
DGE_all\4\3003_DGE.tif,4
DGE_all\4\2357_DGE.tif,4
DGE_all\4\1991_DGE.tif,4
DGE_all\4\3070_DGE.tif,4
DGE_all\4\1380_DGE.tif,4
DGE_all\4\3031_DGE.tif,4
DGE_all\4\2483_DGE.tif,4
DGE_all\4\2332_DGE.tif,4
DGE_all\4\2539_DGE.tif,4
DGE_all\4\3011_DGE.tif,4
DGE_all\4\3192_DGE.tif,4
DGE_all\4\2636_DGE.tif,4
DGE_all\4\1261_DGE.tif,4
DGE_all\4\1131_DGE.tif,4
DGE_all\4\1677_DGE.tif,4
DGE_all\4\2457_DGE.tif,4
DGE_all\4\3146_DGE.tif,4
DGE_all\4\2670_DGE.tif,4
DGE_all\4\2250_DGE.tif,4
DGE_all\4\2188_DGE.tif,4
DGE_all\4\1303_DGE.tif,4
DGE_all\4\1614_DGE.tif,4
DGE_all\4\2923_DGE.tif,4
DGE_all\4\1878_DGE.tif,4
DGE_all\4\1618_DGE.tif,4
DGE_all\4\2212_DGE.tif,4
DGE_all\4\2851_DGE.tif,4
DGE_all\4\2732_DGE.tif,4
DGE_all\4\2926_DGE.tif,4
DGE_all\4\2176_DGE.tif,4
DGE_all\4\1725_DGE.tif,4
DGE_all\4\2624_DGE.tif,4
DGE_all\4\3132_DGE.tif,4
DGE_all\4\1248_DGE.tif,4
DGE_all\4\2777_DGE.tif,4
DGE_all\4\1138_DGE.tif,4
DGE_all\4\1161_DGE.tif,4
DGE_all\4\3252_DGE.tif,4
DGE_all\4\2968_DGE.tif,4
DGE_all\4\1116_DGE.tif,4
DGE_all\4\1310_DGE.tif,4
DGE_all\4\3081_DGE.tif,4
DGE_all\4\1488_DGE.tif,4
DGE_all\4\2942_DGE.tif,4
DGE_all\4\2236_DGE.tif,4
DGE_all\4\1330_DGE.tif,4
DGE_all\4\2252_DGE.tif,4
DGE_all\4\2931_DGE.tif,4
DGE_all\4\3166_DGE.tif,4
DGE_all\4\3118_DGE.tif,4
DGE_all\4\1431_DGE.tif,4
DGE_all\4\1885_DGE.tif,4
DGE_all\4\3094_DGE.tif,4
DGE_all\4\2087_DGE.tif,4
DGE_all\4\1511_DGE.tif,4
DGE_all\4\3236_DGE.tif,4
DGE_all\4\1198_DGE.tif,4
DGE_all\4\1845_DGE.tif,4
DGE_all\4\2707_DGE.tif,4
DGE_all\4\2314_DGE.tif,4
DGE_all\4\2846_DGE.tif,4
DGE_all\4\1741_DGE.tif,4
DGE_all\4\2949_DGE.tif,4
DGE_all\4\3167_DGE.tif,4
DGE_all\4\1743_DGE.tif,4
DGE_all\4\3260_DGE.tif,4
DGE_all\4\1711_DGE.tif,4
DGE_all\4\2528_DGE.tif,4
DGE_all\4\1252_DGE.tif,4
DGE_all\4\3168_DGE.tif,4
DGE_all\4\1384_DGE.tif,4
DGE_all\4\3237_DGE.tif,4
DGE_all\4\2578_DGE.tif,4
DGE_all\4\2932_DGE.tif,4
DGE_all\4\2374_DGE.tif,4
DGE_all\4\2100_DGE.tif,4
DGE_all\4\2293_DGE.tif,4
DGE_all\4\2414_DGE.tif,4
DGE_all\4\2905_DGE.tif,4
DGE_all\4\3106_DGE.tif,4
DGE_all\4\1605_DGE.tif,4
DGE_all\4\2471_DGE.tif,4
DGE_all\4\1764_DGE.tif,4
DGE_all\4\1925_DGE.tif,4
DGE_all\4\3280_DGE.tif,4
DGE_all\4\2187_DGE.tif,4
DGE_all\4\2740_DGE.tif,4
DGE_all\4\2089_DGE.tif,4
DGE_all\4\2037_DGE.tif,4
DGE_all\4\2450_DGE.tif,4
DGE_all\4\2474_DGE.tif,4
DGE_all\4\1808_DGE.tif,4
DGE_all\4\2903_DGE.tif,4
DGE_all\4\2889_DGE.tif,4
DGE_all\4\2373_DGE.tif,4
DGE_all\4\2800_DGE.tif,4
DGE_all\4\2184_DGE.tif,4
DGE_all\4\2126_DGE.tif,4
DGE_all\4\1778_DGE.tif,4
DGE_all\4\2817_DGE.tif,4
DGE_all\4\3244_DGE.tif,4
DGE_all\4\1804_DGE.tif,4
DGE_all\4\3253_DGE.tif,4
DGE_all\4\1953_DGE.tif,4
DGE_all\4\2341_DGE.tif,4
DGE_all\4\2046_DGE.tif,4
DGE_all\4\1370_DGE.tif,4
DGE_all\4\2056_DGE.tif,4
DGE_all\4\2271_DGE.tif,4
DGE_all\4\2538_DGE.tif,4
DGE_all\4\2022_DGE.tif,4
DGE_all\4\2826_DGE.tif,4
DGE_all\4\2090_DGE.tif,4
DGE_all\4\1716_DGE.tif,4
