filename,class
DGE_all_cows\3\Cow_46\369_DGE.tif,3
DGE_all_cows\3\Cow_12\35_DGE.tif,3
DGE_all_cows\3\Cow_46\245_DGE.tif,3
DGE_all_cows\3\Cow_46_1\40_DGE.tif,3
DGE_all_cows\3\Cow_12\5_DGE.tif,3
DGE_all_cows\3\Cow_53\72_DGE.tif,3
DGE_all_cows\3\Cow_12\45_DGE.tif,3
DGE_all_cows\3\Cow_46\375_DGE.tif,3
DGE_all_cows\3\Cow_12\36_DGE.tif,3
DGE_all_cows\3\Cow_46\312_DGE.tif,3
DGE_all_cows\3\Cow_46_2\49_DGE.tif,3
DGE_all_cows\3\Cow_46\325_DGE.tif,3
DGE_all_cows\3\Cow_46_1\0_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\24_DGE.tif,3
DGE_all_cows\3\Cow_12\114_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\388_DGE.tif,3
DGE_all_cows\3\Cow_46\328_DGE.tif,3
DGE_all_cows\3\Cow_46\259_DGE.tif,3
DGE_all_cows\3\Cow_16_2\13_DGE.tif,3
DGE_all_cows\3\Cow_12\46_DGE.tif,3
DGE_all_cows\3\Cow_12\81_DGE.tif,3
DGE_all_cows\3\Cow_46_1\11_DGE.tif,3
DGE_all_cows\3\Cow_46\342_DGE.tif,3
DGE_all_cows\3\Cow_12\111_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\164_DGE.tif,3
DGE_all_cows\3\Cow_12\87_DGE.tif,3
DGE_all_cows\3\Cow_46\242_DGE.tif,3
DGE_all_cows\3\Cow_46\317_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\26_DGE.tif,3
DGE_all_cows\3\Cow_46\383_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\390_DGE.tif,3
DGE_all_cows\3\Cow_46\346_DGE.tif,3
DGE_all_cows\3\Cow_46\333_DGE.tif,3
DGE_all_cows\3\Cow_46\305_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\64_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\31_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\382_DGE.tif,3
DGE_all_cows\3\Cow_46\257_DGE.tif,3
DGE_all_cows\3\Cow_46\295_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\62_DGE.tif,3
DGE_all_cows\3\Cow_14\97_DGE.tif,3
DGE_all_cows\3\Cow_46\394_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\55_DGE.tif,3
DGE_all_cows\3\Cow_46\304_DGE.tif,3
DGE_all_cows\3\Cow_12\86_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\172_DGE.tif,3
DGE_all_cows\3\Cow_46\294_DGE.tif,3
DGE_all_cows\3\Cow_12\73_DGE.tif,3
DGE_all_cows\3\Cow_12\24_DGE.tif,3
DGE_all_cows\3\Cow_46_1\21_DGE.tif,3
DGE_all_cows\3\Cow_12\54_DGE.tif,3
DGE_all_cows\3\Cow_12\2_DGE.tif,3
DGE_all_cows\3\Cow_46\256_DGE.tif,3
DGE_all_cows\3\Cow_12\65_DGE.tif,3
DGE_all_cows\3\Cow_12\26_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\95_DGE.tif,3
DGE_all_cows\3\Cow_12\117_DGE.tif,3
DGE_all_cows\3\Cow_46\246_DGE.tif,3
DGE_all_cows\3\Cow_3_3083\221_DGE.tif,3
DGE_all_cows\3\Cow_46\313_DGE.tif,3
DGE_all_cows\3\Cow_46\348_DGE.tif,3
DGE_all_cows\3\Cow_53\74_DGE.tif,3
DGE_all_cows\3\Cow_14\106_DGE.tif,3
DGE_all_cows\3\Cow_16_2\20_DGE.tif,3
DGE_all_cows\3\Cow_46_1\41_DGE.tif,3
DGE_all_cows\3\Cow_12\104_DGE.tif,3
DGE_all_cows\3\Cow_46\388_DGE.tif,3
DGE_all_cows\3\Cow_46\395_DGE.tif,3
DGE_all_cows\3\Cow_46_1\9_DGE.tif,3
DGE_all_cows\3\Cow_46\238_DGE.tif,3
DGE_all_cows\3\Cow_46\250_DGE.tif,3
DGE_all_cows\3\Cow_46\324_DGE.tif,3
DGE_all_cows\3\Cow_46_1\38_DGE.tif,3
DGE_all_cows\3\Cow_12\95_DGE.tif,3
DGE_all_cows\3\Cow_33_3008\25_DGE.tif,3
DGE_all_cows\3\Cow_46_2\48_DGE.tif,3
DGE_all_cows\3\Cow_46_1\29_DGE.tif,3
DGE_all_cows\3\Cow_12\59_DGE.tif,3
DGE_all_cows\3\Cow_14\101_DGE.tif,3
DGE_all_cows\3\Cow_12\113_DGE.tif,3
DGE_all_cows\3\Cow_12\90_DGE.tif,3
DGE_all_cows\3\Cow_12\92_DGE.tif,3
DGE_all_cows\3\Cow_46\286_DGE.tif,3
DGE_all_cows\3\Cow_16_2\16_DGE.tif,3
DGE_all_cows\3\Cow_46\301_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\167_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\170_DGE.tif,3
DGE_all_cows\3\Cow_46_2\44_DGE.tif,3
DGE_all_cows\3\Cow_46_1\37_DGE.tif,3
DGE_all_cows\3\Cow_46_1\5_DGE.tif,3
DGE_all_cows\3\Cow_12\109_DGE.tif,3
DGE_all_cows\3\Cow_46_1\39_DGE.tif,3
DGE_all_cows\3\Cow_12\72_DGE.tif,3
DGE_all_cows\3\Cow_12\15_DGE.tif,3
DGE_all_cows\3\Cow_12\6_DGE.tif,3
DGE_all_cows\3\Cow_46\364_DGE.tif,3
DGE_all_cows\3\Cow_46\308_DGE.tif,3
DGE_all_cows\3\Cow_46\384_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\380_DGE.tif,3
DGE_all_cows\3\Cow_46_2\55_DGE.tif,3
DGE_all_cows\3\Cow_12\91_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\34_DGE.tif,3
DGE_all_cows\3\Cow_12\30_DGE.tif,3
DGE_all_cows\3\Cow_12\85_DGE.tif,3
DGE_all_cows\3\Cow_12\43_DGE.tif,3
DGE_all_cows\3\Cow_12\18_DGE.tif,3
DGE_all_cows\3\Cow_12\52_DGE.tif,3
DGE_all_cows\3\Cow_46_1\24_DGE.tif,3
DGE_all_cows\3\Cow_33_3008\27_DGE.tif,3
DGE_all_cows\3\Cow_46\360_DGE.tif,3
DGE_all_cows\3\Cow_25_66\84_DGE.tif,3
DGE_all_cows\3\Cow_46\378_DGE.tif,3
DGE_all_cows\3\Cow_46\365_DGE.tif,3
DGE_all_cows\3\Cow_53\80_DGE.tif,3
DGE_all_cows\3\Cow_12\78_DGE.tif,3
DGE_all_cows\3\Cow_46_1\26_DGE.tif,3
DGE_all_cows\3\Cow_46\354_DGE.tif,3
DGE_all_cows\3\Cow_12\58_DGE.tif,3
DGE_all_cows\3\Cow_14\78_DGE.tif,3
DGE_all_cows\3\Cow_46_1\12_DGE.tif,3
DGE_all_cows\3\Cow_46\243_DGE.tif,3
DGE_all_cows\3\Cow_46_1\6_DGE.tif,3
DGE_all_cows\3\Cow_46\287_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\54_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\30_DGE.tif,3
DGE_all_cows\3\Cow_46\296_DGE.tif,3
DGE_all_cows\3\Cow_46_2\45_DGE.tif,3
DGE_all_cows\3\Cow_46_2\54_DGE.tif,3
DGE_all_cows\3\Cow_46\356_DGE.tif,3
DGE_all_cows\3\Cow_12\119_DGE.tif,3
DGE_all_cows\3\Cow_46_1\32_DGE.tif,3
DGE_all_cows\3\Cow_46\292_DGE.tif,3
DGE_all_cows\3\Cow_46\370_DGE.tif,3
DGE_all_cows\3\Cow_46\244_DGE.tif,3
DGE_all_cows\3\Cow_16_2\17_DGE.tif,3
DGE_all_cows\3\Cow_16_2\19_DGE.tif,3
DGE_all_cows\3\Cow_12\107_DGE.tif,3
DGE_all_cows\3\Cow_3_3083\213_DGE.tif,3
DGE_all_cows\3\Cow_14\108_DGE.tif,3
DGE_all_cows\3\Cow_12\105_DGE.tif,3
DGE_all_cows\3\Cow_12\51_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\86_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\25_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\49_DGE.tif,3
DGE_all_cows\3\Cow_16_1\24_DGE.tif,3
DGE_all_cows\3\Cow_16_1\21_DGE.tif,3
DGE_all_cows\3\Cow_46\248_DGE.tif,3
DGE_all_cows\3\Cow_46\260_DGE.tif,3
DGE_all_cows\3\Cow_12\80_DGE.tif,3
DGE_all_cows\3\Cow_14\92_DGE.tif,3
DGE_all_cows\3\Cow_46\371_DGE.tif,3
DGE_all_cows\3\Cow_46\290_DGE.tif,3
DGE_all_cows\3\Cow_12\33_DGE.tif,3
DGE_all_cows\3\Cow_46_2\47_DGE.tif,3
DGE_all_cows\3\Cow_6_103\177_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\22_DGE.tif,3
DGE_all_cows\3\Cow_12\41_DGE.tif,3
DGE_all_cows\3\Cow_6_103\183_DGE.tif,3
DGE_all_cows\3\Cow_46\361_DGE.tif,3
DGE_all_cows\3\Cow_16_2\15_DGE.tif,3
DGE_all_cows\3\Cow_12\0_DGE.tif,3
DGE_all_cows\3\Cow_12\32_DGE.tif,3
DGE_all_cows\3\Cow_14\102_DGE.tif,3
DGE_all_cows\3\Cow_12\12_DGE.tif,3
DGE_all_cows\3\Cow_46\263_DGE.tif,3
DGE_all_cows\3\Cow_46\381_DGE.tif,3
DGE_all_cows\3\Cow_46\343_DGE.tif,3
DGE_all_cows\3\Cow_12\14_DGE.tif,3
DGE_all_cows\3\Cow_14\79_DGE.tif,3
DGE_all_cows\3\Cow_12\61_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\166_DGE.tif,3
DGE_all_cows\3\Cow_33_3008\29_DGE.tif,3
DGE_all_cows\3\Cow_16_2\18_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\162_DGE.tif,3
DGE_all_cows\3\Cow_12\4_DGE.tif,3
DGE_all_cows\3\Cow_12\40_DGE.tif,3
DGE_all_cows\3\Cow_46\314_DGE.tif,3
DGE_all_cows\3\Cow_12\116_DGE.tif,3
DGE_all_cows\3\Cow_33_3008\28_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\18_DGE.tif,3
DGE_all_cows\3\Cow_3_3083\214_DGE.tif,3
DGE_all_cows\3\Cow_14\105_DGE.tif,3
DGE_all_cows\3\Cow_14\85_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\48_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\51_DGE.tif,3
DGE_all_cows\3\Cow_46\352_DGE.tif,3
DGE_all_cows\3\Cow_12\115_DGE.tif,3
DGE_all_cows\3\Cow_46\251_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\66_DGE.tif,3
DGE_all_cows\3\Cow_12\19_DGE.tif,3
DGE_all_cows\3\Cow_46\264_DGE.tif,3
DGE_all_cows\3\Cow_14\80_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\52_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\389_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\173_DGE.tif,3
DGE_all_cows\3\Cow_46\332_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\42_DGE.tif,3
DGE_all_cows\3\Cow_20_0029\50_DGE.tif,3
DGE_all_cows\3\Cow_16_1\23_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\67_DGE.tif,3
DGE_all_cows\3\Cow_12\97_DGE.tif,3
DGE_all_cows\3\Cow_53\77_DGE.tif,3
DGE_all_cows\3\Cow_12\120_DGE.tif,3
DGE_all_cows\3\Cow_46\278_DGE.tif,3
DGE_all_cows\3\Cow_12\25_DGE.tif,3
DGE_all_cows\3\Cow_12\84_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\61_DGE.tif,3
DGE_all_cows\3\Cow_46\283_DGE.tif,3
DGE_all_cows\3\Cow_12\13_DGE.tif,3
DGE_all_cows\3\Cow_3_3083\223_DGE.tif,3
DGE_all_cows\3\Cow_3_3083\218_DGE.tif,3
DGE_all_cows\3\Cow_14\77_DGE.tif,3
DGE_all_cows\3\Cow_12\49_DGE.tif,3
DGE_all_cows\3\Cow_46\280_DGE.tif,3
DGE_all_cows\3\Cow_46\366_DGE.tif,3
DGE_all_cows\3\Cow_14\111_DGE.tif,3
DGE_all_cows\3\Cow_46\310_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\63_DGE.tif,3
DGE_all_cows\3\Cow_12\74_DGE.tif,3
DGE_all_cows\3\Cow_16_2\12_DGE.tif,3
DGE_all_cows\3\Cow_46\340_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\17_DGE.tif,3
DGE_all_cows\3\Cow_14\96_DGE.tif,3
DGE_all_cows\3\Cow_46\344_DGE.tif,3
DGE_all_cows\3\Cow_46\241_DGE.tif,3
DGE_all_cows\3\Cow_12\29_DGE.tif,3
DGE_all_cows\3\Cow_53\71_DGE.tif,3
DGE_all_cows\3\Cow_8_2023\163_DGE.tif,3
DGE_all_cows\3\Cow_46\307_DGE.tif,3
DGE_all_cows\3\Cow_46\273_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\32_DGE.tif,3
DGE_all_cows\3\Cow_53\70_DGE.tif,3
DGE_all_cows\3\Cow_46\300_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\36_DGE.tif,3
DGE_all_cows\3\Cow_46\319_DGE.tif,3
DGE_all_cows\3\Cow_46_1\15_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\83_DGE.tif,3
DGE_all_cows\3\Cow_46\377_DGE.tif,3
DGE_all_cows\3\Cow_46\331_DGE.tif,3
DGE_all_cows\3\Cow_6_103\178_DGE.tif,3
DGE_all_cows\3\Cow_46\337_DGE.tif,3
DGE_all_cows\3\Cow_14\100_DGE.tif,3
DGE_all_cows\3\Cow_12\68_DGE.tif,3
DGE_all_cows\3\Cow_46\272_DGE.tif,3
DGE_all_cows\3\Cow_12\47_DGE.tif,3
DGE_all_cows\3\Cow_46\351_DGE.tif,3
DGE_all_cows\3\Cow_6_103\184_DGE.tif,3
DGE_all_cows\3\Cow_46\270_DGE.tif,3
DGE_all_cows\3\Cow_46\359_DGE.tif,3
DGE_all_cows\3\Cow_25_66\87_DGE.tif,3
DGE_all_cows\3\Cow_14\94_DGE.tif,3
DGE_all_cows\3\Cow_12\60_DGE.tif,3
DGE_all_cows\3\Cow_46\341_DGE.tif,3
DGE_all_cows\3\Cow_46_1\3_DGE.tif,3
DGE_all_cows\3\Cow_12\112_DGE.tif,3
DGE_all_cows\3\Cow_12\64_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\28_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\89_DGE.tif,3
DGE_all_cows\3\Cow_46\254_DGE.tif,3
DGE_all_cows\3\Cow_14_0011\88_DGE.tif,3
DGE_all_cows\3\Cow_46\327_DGE.tif,3
DGE_all_cows\3\Cow_2_1015\386_DGE.tif,3
DGE_all_cows\3\Cow_46\311_DGE.tif,3
DGE_all_cows\3\Cow_46\379_DGE.tif,3
DGE_all_cows\3\Cow_25_66\77_DGE.tif,3
DGE_all_cows\3\Cow_46_1\25_DGE.tif,3
DGE_all_cows\3\Cow_16_1\26_DGE.tif,3
DGE_all_cows\3\Cow_6_103\182_DGE.tif,3
DGE_all_cows\3\Cow_16_1004\68_DGE.tif,3
DGE_all_cows\3\Cow_16_1\22_DGE.tif,3
DGE_all_cows\3\Cow_46\385_DGE.tif,3
DGE_all_cows\3\Cow_22_1_other_camera_says_23\35_DGE.tif,3
DGE_all_cows\3\Cow_46\297_DGE.tif,3
DGE_all_cows\4\Cow_42\109_DGE.tif,4
DGE_all_cows\4\Cow_8_9012\347_DGE.tif,4
DGE_all_cows\4\Cow_8\232_DGE.tif,4
DGE_all_cows\4\Cow_44_1\31_DGE.tif,4
DGE_all_cows\4\Cow_26\29_DGE.tif,4
DGE_all_cows\4\Cow_23_1\32_DGE.tif,4
DGE_all_cows\4\Cow_33\414_DGE.tif,4
DGE_all_cows\4\Cow_19\49_DGE.tif,4
DGE_all_cows\4\Cow_41\187_DGE.tif,4
DGE_all_cows\4\Cow_7\145_DGE.tif,4
DGE_all_cows\4\Cow_44_1\35_DGE.tif,4
DGE_all_cows\4\Cow_1\18_DGE.tif,4
DGE_all_cows\4\Cow_9\138_DGE.tif,4
DGE_all_cows\4\Cow_9\25_DGE.tif,4
DGE_all_cows\4\Cow_4_1\138_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\47_DGE.tif,4
DGE_all_cows\4\Cow_31\72_DGE.tif,4
DGE_all_cows\4\Cow_4_1\107_DGE.tif,4
DGE_all_cows\4\Cow_1\124_DGE.tif,4
DGE_all_cows\4\Cow_10_1\38_DGE.tif,4
DGE_all_cows\4\Cow_44_1\12_DGE.tif,4
DGE_all_cows\4\Cow_26\21_DGE.tif,4
DGE_all_cows\4\Cow_4\55_DGE.tif,4
DGE_all_cows\4\Cow_4_1\182_DGE.tif,4
DGE_all_cows\4\Cow_33\354_DGE.tif,4
DGE_all_cows\4\Cow_8\257_DGE.tif,4
DGE_all_cows\4\Cow_4_1\84_DGE.tif,4
DGE_all_cows\4\Cow_4_1\134_DGE.tif,4
DGE_all_cows\4\Cow_3_6018\175_DGE.tif,4
DGE_all_cows\4\Cow_2_6016\140_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\142_DGE.tif,4
DGE_all_cows\4\Cow_41\54_DGE.tif,4
DGE_all_cows\4\Cow_19\35_DGE.tif,4
DGE_all_cows\4\Cow_33\413_DGE.tif,4
DGE_all_cows\4\Cow_23_1\97_DGE.tif,4
DGE_all_cows\4\Cow_2\83_DGE.tif,4
DGE_all_cows\4\Cow_19_0037\123_DGE.tif,4
DGE_all_cows\4\Cow_3_6018\174_DGE.tif,4
DGE_all_cows\4\Cow_44_1\59_DGE.tif,4
DGE_all_cows\4\Cow_23_1\183_DGE.tif,4
DGE_all_cows\4\Cow_9\76_DGE.tif,4
DGE_all_cows\4\Cow_19\56_DGE.tif,4
DGE_all_cows\4\Cow_41\114_DGE.tif,4
DGE_all_cows\4\Cow_51_0035\51_DGE.tif,4
DGE_all_cows\4\Cow_23_1\39_DGE.tif,4
DGE_all_cows\4\Cow_41\176_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\49_DGE.tif,4
DGE_all_cows\4\Cow_44_1\82_DGE.tif,4
DGE_all_cows\4\Cow_7\109_DGE.tif,4
DGE_all_cows\4\Cow_19\76_DGE.tif,4
DGE_all_cows\4\Cow_27_9008\59_DGE.tif,4
DGE_all_cows\4\Cow_33\421_DGE.tif,4
DGE_all_cows\4\Cow_41\209_DGE.tif,4
DGE_all_cows\4\Cow_4_1\179_DGE.tif,4
DGE_all_cows\4\Cow_10_1\36_DGE.tif,4
DGE_all_cows\4\Cow_32_0035\118_DGE.tif,4
DGE_all_cows\4\Cow_47_1\346_DGE.tif,4
DGE_all_cows\4\Cow_41\218_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\134_DGE.tif,4
DGE_all_cows\4\Cow_4_1\167_DGE.tif,4
DGE_all_cows\4\Cow_9\100_DGE.tif,4
DGE_all_cows\4\Cow_4_1\190_DGE.tif,4
DGE_all_cows\4\Cow_1\105_DGE.tif,4
DGE_all_cows\4\Cow_26\32_DGE.tif,4
DGE_all_cows\4\Cow_41\240_DGE.tif,4
DGE_all_cows\4\Cow_33\387_DGE.tif,4
DGE_all_cows\4\Cow_23_1\13_DGE.tif,4
DGE_all_cows\4\Cow_9\82_DGE.tif,4
DGE_all_cows\4\Cow_23_1\9_DGE.tif,4
DGE_all_cows\4\Cow_41\153_DGE.tif,4
DGE_all_cows\4\Cow_33\395_DGE.tif,4
DGE_all_cows\4\Cow_26\38_DGE.tif,4
DGE_all_cows\4\Cow_9_NOTAG\95_DGE.tif,4
DGE_all_cows\4\Cow_22_6005\57_DGE.tif,4
DGE_all_cows\4\Cow_23_1\87_DGE.tif,4
DGE_all_cows\4\Cow_42\117_DGE.tif,4
DGE_all_cows\4\Cow_44_1\86_DGE.tif,4
DGE_all_cows\4\Cow_33\390_DGE.tif,4
DGE_all_cows\4\Cow_4_1\51_DGE.tif,4
DGE_all_cows\4\Cow_4_1\137_DGE.tif,4
DGE_all_cows\4\Cow_9\97_DGE.tif,4
DGE_all_cows\4\Cow_31\88_DGE.tif,4
DGE_all_cows\4\Cow_44_1\73_DGE.tif,4
DGE_all_cows\4\Cow_19\22_DGE.tif,4
DGE_all_cows\4\Cow_4_1\157_DGE.tif,4
DGE_all_cows\4\Cow_41\225_DGE.tif,4
DGE_all_cows\4\Cow_19\43_DGE.tif,4
DGE_all_cows\4\Cow_41\65_DGE.tif,4
DGE_all_cows\4\Cow_9\2_DGE.tif,4
DGE_all_cows\4\Cow_18_1067\48_DGE.tif,4
DGE_all_cows\4\Cow_32_0035\113_DGE.tif,4
DGE_all_cows\4\Cow_49\180_DGE.tif,4
DGE_all_cows\4\Cow_4_1\62_DGE.tif,4
DGE_all_cows\4\Cow_13_9025\51_DGE.tif,4
DGE_all_cows\4\Cow_4_1\43_DGE.tif,4
DGE_all_cows\4\Cow_41\232_DGE.tif,4
DGE_all_cows\4\Cow_44_1\53_DGE.tif,4
DGE_all_cows\4\Cow_23_1\15_DGE.tif,4
DGE_all_cows\4\Cow_2\62_DGE.tif,4
DGE_all_cows\4\Cow_41\157_DGE.tif,4
DGE_all_cows\4\Cow_19\96_DGE.tif,4
DGE_all_cows\4\Cow_4_1\184_DGE.tif,4
DGE_all_cows\4\Cow_5_8041\115_DGE.tif,4
DGE_all_cows\4\Cow_19\18_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\55_DGE.tif,4
DGE_all_cows\4\Cow_10_1\9_DGE.tif,4
DGE_all_cows\4\Cow_4_1\32_DGE.tif,4
DGE_all_cows\4\Cow_23_1\138_DGE.tif,4
DGE_all_cows\4\Cow_10_1\61_DGE.tif,4
DGE_all_cows\4\Cow_7\161_DGE.tif,4
DGE_all_cows\4\Cow_41\86_DGE.tif,4
DGE_all_cows\4\Cow_33\356_DGE.tif,4
DGE_all_cows\4\Cow_9\103_DGE.tif,4
DGE_all_cows\4\Cow_23_1\197_DGE.tif,4
DGE_all_cows\4\Cow_19\17_DGE.tif,4
DGE_all_cows\4\Cow_9\70_DGE.tif,4
DGE_all_cows\4\Cow_31\69_DGE.tif,4
DGE_all_cows\4\Cow_4_1\35_DGE.tif,4
DGE_all_cows\4\Cow_31\75_DGE.tif,4
DGE_all_cows\4\Cow_7\165_DGE.tif,4
DGE_all_cows\4\Cow_33\499_DGE.tif,4
DGE_all_cows\4\Cow_41\121_DGE.tif,4
DGE_all_cows\4\Cow_8\251_DGE.tif,4
DGE_all_cows\4\Cow_41_1\88_DGE.tif,4
DGE_all_cows\4\Cow_33\398_DGE.tif,4
DGE_all_cows\4\Cow_4_1\95_DGE.tif,4
DGE_all_cows\4\Cow_42\89_DGE.tif,4
DGE_all_cows\4\Cow_1\4_DGE.tif,4
DGE_all_cows\4\Cow_41\170_DGE.tif,4
DGE_all_cows\4\Cow_8_9012\344_DGE.tif,4
DGE_all_cows\4\Cow_13_9025\52_DGE.tif,4
DGE_all_cows\4\Cow_4_1\65_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\60_DGE.tif,4
DGE_all_cows\4\Cow_33\479_DGE.tif,4
DGE_all_cows\4\Cow_4_1\124_DGE.tif,4
DGE_all_cows\4\Cow_4_1\53_DGE.tif,4
DGE_all_cows\4\Cow_23_1\176_DGE.tif,4
DGE_all_cows\4\Cow_9\113_DGE.tif,4
DGE_all_cows\4\Cow_10_1\47_DGE.tif,4
DGE_all_cows\4\Cow_41\173_DGE.tif,4
DGE_all_cows\4\Cow_44_1\56_DGE.tif,4
DGE_all_cows\4\Cow_31\52_DGE.tif,4
DGE_all_cows\4\Cow_10_1\60_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\15_DGE.tif,4
DGE_all_cows\4\Cow_11_0018\43_DGE.tif,4
DGE_all_cows\4\Cow_2\60_DGE.tif,4
DGE_all_cows\4\Cow_41\237_DGE.tif,4
DGE_all_cows\4\Cow_35_1044\33_DGE.tif,4
DGE_all_cows\4\Cow_31\60_DGE.tif,4
DGE_all_cows\4\Cow_4_1\70_DGE.tif,4
DGE_all_cows\4\Cow_4_1\82_DGE.tif,4
DGE_all_cows\4\Cow_4_1\165_DGE.tif,4
DGE_all_cows\4\Cow_23_1\171_DGE.tif,4
DGE_all_cows\4\Cow_44_1\44_DGE.tif,4
DGE_all_cows\4\Cow_47_1\344_DGE.tif,4
DGE_all_cows\4\Cow_9\42_DGE.tif,4
DGE_all_cows\4\Cow_31\24_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\126_DGE.tif,4
DGE_all_cows\4\Cow_23_1\147_DGE.tif,4
DGE_all_cows\4\Cow_41\177_DGE.tif,4
DGE_all_cows\4\Cow_19\95_DGE.tif,4
DGE_all_cows\4\Cow_35_1044\31_DGE.tif,4
DGE_all_cows\4\Cow_31\70_DGE.tif,4
DGE_all_cows\4\Cow_19\0_DGE.tif,4
DGE_all_cows\4\Cow_10_1\3_DGE.tif,4
DGE_all_cows\4\Cow_9\112_DGE.tif,4
DGE_all_cows\4\Cow_5_1018\129_DGE.tif,4
DGE_all_cows\4\Cow_19\63_DGE.tif,4
DGE_all_cows\4\Cow_26\50_DGE.tif,4
DGE_all_cows\4\Cow_27_9008\63_DGE.tif,4
DGE_all_cows\4\Cow_44_1\77_DGE.tif,4
DGE_all_cows\4\Cow_44_1\17_DGE.tif,4
DGE_all_cows\4\Cow_29_7007\169_DGE.tif,4
DGE_all_cows\4\Cow_33\458_DGE.tif,4
DGE_all_cows\4\Cow_19\210_DGE.tif,4
DGE_all_cows\4\Cow_10_1\59_DGE.tif,4
DGE_all_cows\4\Cow_23_1\29_DGE.tif,4
DGE_all_cows\4\Cow_55_unsure_if_this_is_right\56_DGE.tif,4
DGE_all_cows\4\Cow_26\23_DGE.tif,4
DGE_all_cows\4\Cow_7\140_DGE.tif,4
DGE_all_cows\4\Cow_41\219_DGE.tif,4
DGE_all_cows\4\Cow_4\64_DGE.tif,4
DGE_all_cows\4\Cow_10_1\50_DGE.tif,4
DGE_all_cows\4\Cow_51\222_DGE.tif,4
DGE_all_cows\4\Cow_9_NOTAG\93_DGE.tif,4
DGE_all_cows\4\Cow_17_maybe_16\139_DGE.tif,4
DGE_all_cows\4\Cow_2\70_DGE.tif,4
DGE_all_cows\4\Cow_1\2_DGE.tif,4
DGE_all_cows\4\Cow_4_1\72_DGE.tif,4
DGE_all_cows\4\Cow_1\44_DGE.tif,4
DGE_all_cows\4\Cow_23_1\149_DGE.tif,4
DGE_all_cows\4\Cow_41\123_DGE.tif,4
DGE_all_cows\4\Cow_31\87_DGE.tif,4
DGE_all_cows\4\Cow_10_1\18_DGE.tif,4
DGE_all_cows\4\Cow_23_1\41_DGE.tif,4
DGE_all_cows\4\Cow_1\17_DGE.tif,4
DGE_all_cows\4\Cow_41\63_DGE.tif,4
DGE_all_cows\4\Cow_41\49_DGE.tif,4
DGE_all_cows\4\Cow_26_5051\126_DGE.tif,4
DGE_all_cows\4\Cow_19\77_DGE.tif,4
DGE_all_cows\4\Cow_23_1\109_DGE.tif,4
DGE_all_cows\4\Cow_42\74_DGE.tif,4
DGE_all_cows\4\Cow_4_1\198_DGE.tif,4
